ResponseID,ResponseSet,Name,ExternalDataReference,Country,Status,StartDate,EndDate,Finished,Eff,Consent,Instruct1,ArticleIns,ArtInstruc,Neutral,HighEff,LowEff,ReadTime_1,ReadTime_2,ReadTime_3,ReadTime_4,MCIntro,Scary,Disgusting,Severe,Threaten,Effective,GWInstruct,GW01Trend,GW02HumDri,GW03Smoke,GW05Percen,GW06Solar,GW07Little,GW08Direct,GW09Threat,IntentionI,In01Bulbs,In02Winter,In03Summer,In04Washin,In05Dryer,In06Recycl,In07Paper,In08Water,In09Bags,In10Drive,In11Vote,In12Write,MoralIntro,M01Suffer,M02Rights,M03Proud,M04Guilty,M05Virtuou,M06Negativ,M07Positiv,M08Punish,M09Reward,M10Wrong,M11Right,PolicyIntr,Policies_Plastic,Policies_Reuse,Policies_Cup,Policies_Commute,Policies_Hybrid,Policies_MPG,Policies_Carpool,Disposable,Reusable,Drinks,Commuter,Hybrid,MPG,Carpool,DemoInstru,Gender,age,LibCon,Suspicion,Purpose,Thoughts,BebriefInt,Debriefing,GW06Solar_r,GW07Little_r,negEmoAvg,beliefAvg,intentionAvg,moralAvg,policyCount,filter_$,MatchSequence,ZintentionAvg,ZmoralAvg
R_1TA2bRW86ubFlR3,Live,Anonymous,,United States,0,6/16/15 10:17,6/16/15 10:50,1,0.5,4,1,1,1,1,1,,6.153,259.573,261.283,17,1,5,6,5,6,5,1,5,4,5,3,4,3,4,5,1,7,7,6,7,7,7,6,5,6,6,4,2,1,4,4,5,5,4,4,5,5,6,5,5,1,1,1,1,2,1,1,1,1,1,1,,10,10,8,1,2,46,4,1,"\I guess to possibly gauge people's awareness of the environmental issues that are currently pressing in our society right now- and if after making people aware""", how many would still be accommodating  enough in the sense of willing to help in making a change," as they feel they would have made a difference ?????\""	No-""",4,5,5.5,4.375,5.833333333,4.727272727,6,1,0,0.947592884,0.110814904,
R_8cfUWUQnf8lQVDf,Live,Anonymous,,United States,0,6/22/15 10:19,6/22/15 10:26,1,-0.5,4,1,1,1,1,,1,0,0,47.792,0,1,5,5,6,5,7,1,7,6,7,6,2,1,6,6,1,3,4,5,2,1,7,4,7,1,1,6,1,1,7,1,7,7,1,2,5,6,7,6,7,1,2,1,1,2,1,2,1,,10,3,,10,,8,1,1,46,2,1,feelings of morality versus global warming,no,1,1,6,7,5.25,6.375,3.5,5.090909091,4,1,0,-0.950589538,0.38848903
R_6QITtYFtFmRQK7X,Live,Anonymous,,United States,0,6/22/15 9:13,6/22/15 9:29,1,-0.5,4,1,1,1,1,,1,0,0,82.418,0,1,2,1,2,1,2,1,5,2,2,2,5,6,5,2,1,2,1,1,6,1,6,4,4,4,1,3,1,1,2,1,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,1,1,27,7,1,To look at biases in responses after being presented with a biased presentation of the facts - my article told me there is nothing I can personally do about climate change.,No,1,1,3,2,1.5,2.875,2.833333333,1.363636364,0,1,0,-1.492927374,-2.457670767
R_7PXUfx2DAYOsLqd,Live,Anonymous,,United States,0,6/22/15 9:05,6/22/15 9:13,1,-0.5,4,1,1,1,1,,1,0,0,78.368,0,1,2,7,4,1,1,1,3,2,2,4,4,4,5,2,1,7,4,7,7,7,1,1,7,1,7,1,1,1,3,3,1,5,1,3,3,7,7,4,7,1,1,1,1,2,1,1,1,1,1,2,,3,10,1,1,1,55,6,1,Giving information at the beginning influencing thoughts.,no,1,1,4,4,3.5,3.25,4.25,4,6,1,0,-0.340459474,-0.444533349
R_9M3hqZwQQRGqPhX,Live,Anonymous,,United States,0,6/22/15 9:01,6/22/15 9:08,1,0.5,4,1,1,1,1,1,,76.948,76.948,77.822,1,1,7,4,7,6,7,1,7,7,7,7,1,1,7,7,1,7,5,5,7,2,7,7,7,7,1,7,4,1,7,4,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,5,5,8,1,2,38,2,1,I think it is about people's perceived moral obligations to others in regards to doing their part to slow global climate change.,"\None"""," thank you.\""	1""",7,7,6,7,5.5,2.363636364,6,1,0,0.676423967,-1.694066919,
R_8jEMqsgfHE5svSl,Live,Anonymous,,United States,0,6/22/15 9:37,6/22/15 9:47,1,-0.5,4,1,1,1,1,,1,0,0,78.721,0,1,6,6,7,3,2,1,5,6,7,6,2,1,7,6,1,7,1,3,5,1,7,4,6,7,6,5,1,1,5,4,6,5,3,2,2,3,4,3,4,1,1,1,1,2,1,1,1,10,5,5,,10,10,5,1,1,19,4,1,I think it was mainly to see how different demographic groups viewed the issue of climate change., ,1,1,6,7,5.5,6.25,4.416666667,3.727272727,6,1,0,-0.204875015,-0.652788944
R_4Ys4dLEtBSomOQB,Live,Anonymous,,United States,0,6/16/15 9:54,6/16/15 9:59,1,0.5,4,1,1,1,1,1,,0,0,46.912,0,1,7,7,7,7,7,1,7,7,7,7,2,1,7,7,1,7,5,7,7,2,7,6,7,7,7,7,2,1,7,7,7,7,4,5,7,7,7,7,4,1,1,1,1,2,1,1,2,1,1,1,,1,1,,1,1,58,2,1,to determine opinions about climate change,none,1,1,6,7,7,6.875,5.916666667,6.272727273,5,1,0,1.015385114,1.290929942
R_a93DgOtkJ1f7mFT,Live,Anonymous,,United States,0,6/16/15 10:58,6/16/15 11:05,1,0.5,4,1,1,1,1,1,,0,0,63.793,0,1,7,7,6,5,4,1,7,6,7,7,1,1,7,7,1,7,5,6,5,2,7,5,7,6,4,7,3,1,6,6,6,7,5,3,6,6,6,7,6,1,1,1,1,2,1,1,2,1,1,2,,10,5,,1,1,46,1,1,How one's political views correlate to one's position on climate change,I would like to see the data from the study- I think it will be insightful and useful,1,1,7,7,6.25,6.875,5.333333333,5.818181818,5,1,0,0.540839508,0.943837283
R_cwjQryP0Y1CRjTv,Live,Anonymous,,United States,0,6/16/15 9:58,6/16/15 10:07,1,0.5,4,1,1,1,1,1,,0,0,68.434,0,1,6,6,6,5,7,1,5,5,6,5,3,2,4,5,1,6,3,6,7,4,7,5,7,7,5,5,4,1,5,5,6,7,5,6,6,6,7,5,6,1,1,1,1,2,1,1,2,1,1,1,,5,1,,1,2,54,4,1,to guilt me into doing environmentally friendly things.,no,1,1,5,6,5.75,5.125,5.5,5.818181818,5,1,0,0.676423967,0.943837283
R_0GPBK14l4djfnXn,Live,Anonymous,,United States,0,6/16/15 10:24,6/16/15 10:40,1,0.5,4,1,1,1,1,1,,0,0,107.066,0,1,1,4,1,1,1,1,1,1,1,1,7,7,4,1,1,1,1,1,7,4,4,4,7,4,7,1,4,1,1,1,1,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,,,,,,,,1,2,62,7,1,"\To see if we buy the BS of \""\""climate change\""\"".  All in the world that is going on is the normal weather cycles.  There have been periods of extreme heat and lack of rainfall (in the 80's that I remember and the most famous the \""\""dust bowl period in history).  If it is caused by people having cars and a/c and heat""", explain to me how these items caused the dust bowl when back then those items were not in existence,   /  / Besides, the majority of the scientists agree that it does not exist.  It is nothing in the world but a money making scam buy a very small group who are getting rich with this. I accept that replanting trees that have been cut down and recycling is good,1,1,1.75,1.375,3.75,3.181818182,0,1,0,-0.74721285,-1.069300134
R_bf0jGzT3itpgD5j,Live,Anonymous,,United States,0,6/16/15 10:36,6/16/15 10:55,1,-0.5,4,1,1,1,1,,1,0,0,85.53,0,1,2,4,5,2,1,1,7,2,4,2,5,5,3,2,1,5,7,7,7,1,7,4,7,5,7,4,1,1,4,4,2,6,2,3,2,5,6,3,3,1,2,1,1,2,1,1,1,,1,1,,6,6,2,1,1,29,4,1,I'd guess it's about gathering data about people's views on global warming and how willing they are to enact personal changes (or push for social changes) according to those views.,It seemed like the short article at the beginning had very little to do with these questions?  (Or maybe that was the purpose of this study?  To see if that generic blurb had any immediate impact on people's answers?),1,1,3,3,3.25,3.25,5.166666667,3.636363636,5,1,0,0.405255049,-0.722207476
R_0NBvdqXkjZcBP7v,Live,Anonymous,,United States,0,6/16/15 10:59,6/16/15 11:06,1,0.5,4,1,1,1,1,1,,27.608,27.608,91.966,1,1,4,2,5,4,5,1,6,5,5,5,3,5,5,5,1,5,2,3,7,3,7,6,7,4,5,4,2,1,5,4,6,6,1,3,1,1,5,2,1,1,2,1,2,2,1,2,2,,1,,,5,,,1,2,31,4,1,To see how people feel about global warming and what they are willing to do about the problems we are having,no,1,1,5,3,3.75,4.875,4.583333333,3.181818182,2,1,0,-0.069290556,-1.069300134
R_3jHudgvhoK3V8NL,Live,Anonymous,,United States,0,6/16/15 12:19,6/16/15 12:27,1,-0.5,4,1,1,1,1,,1,0,0,79.681,0,1,5,6,7,6,6,1,7,7,7,7,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,5,1,7,7,7,5,4,4,4,4,5,4,6,1,1,1,1,1,1,1,2,1,1,2,2,7,5,,1,2,30,2,1,morality and role in environmental changes,no,1,1,7,7,6,7,6.833333333,5.181818182,6,1,0,1.761099637,0.457907562
R_5iryFbF4sAlAeH3,Live,Anonymous,,United States,0,6/16/15 10:24,6/16/15 10:35,1,0.5,4,1,1,1,1,1,,0,0,130.169,0,1,6,4,5,4,5,1,5,5,5,3,4,3,5,5,1,6,2,3,6,3,5,6,2,6,3,5,2,1,5,5,5,6,5,3,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,5,10,1,1,1,52,3,1,How does the content of the article you read influence the responses and willingness to change behavior.,na,1,1,4,5,4.75,4.625,4.083333333,4.909090909,7,1,0,-0.476043933,0.249651967
R_71EeYccgO8jpVmR,Live,Anonymous,,United States,0,6/16/15 10:53,6/16/15 10:59,1,0.5,4,1,1,1,1,1,,0,0,46.155,0,1,3,6,5,3,5,1,4,4,4,3,2,3,4,4,1,6,5,5,7,5,5,3,3,4,2,5,3,1,4,4,4,2,1,1,1,1,1,1,6,1,2,2,2,2,2,2,2,,,,,,,,1,1,30,5,1,The purpose of this study is to get an idea of where people stand on the climate change/global warming debate.,None.,1,1,6,5,4.25,4.25,4.416666667,2.363636364,0,1,0,-0.204875015,-1.694066919
R_3RahP23mwRfHnBb,Live,Anonymous,,United States,0,6/16/15 9:57,6/16/15 10:10,1,-0.5,4,1,1,1,1,,1,0,0,66.715,0,1,7,6,7,6,1,1,7,7,7,6,4,1,7,7,1,4,5,1,7,2,7,4,7,7,4,4,2,1,4,4,7,6,3,4,1,4,5,4,5,1,2,1,1,2,1,1,2,,1,1,,2,1,,1,2,23,1,1,To study people's interest in global warming and their attempts to prevent it.,It made me think about what different choices I can make in my day to day life.,1,1,4,7,6.5,6.5,4.5,4.272727273,4,1,0,-0.137082786,-0.236277754
R_0xFjG1Eola1uloh,Live,Anonymous,,United States,0,6/16/15 10:45,6/16/15 10:58,1,-0.5,4,1,1,1,1,,1,0,0,97.6,0,1,7,6,7,7,2,1,7,7,7,7,1,2,6,7,1,6,2,7,7,5,4,7,7,5,7,6,4,1,7,7,7,7,5,6,6,7,7,5,7,1,1,1,1,2,1,1,1,1,3,1,,10,5,4,1,2,58,1,1,I think the purpose of this study is to assess the article's impact on one's beliefs and feelings about global warming.,No.,1,1,7,6,6.75,6.75,5.583333333,6.454545455,6,1,0,0.744216196,1.429767005
R_9KyfK7x0MTrPVKl,Live,Anonymous,,United States,0,6/22/15 9:04,6/22/15 9:11,1,-0.5,4,1,1,1,1,,1,63.954,73.83,74.747,3,1,6,5,5,4,5,1,5,4,4,4,6,2,5,5,1,7,7,7,7,1,7,7,7,7,1,4,2,1,5,4,6,7,4,2,4,4,7,3,5,1,2,1,1,2,1,2,2,,5,5,,10,,,1,1,44,5,1,How peoples opinion may change after reading negative information.,Thank you for the opportunity to contribute!,1,1,2,6,5,4.375,5.333333333,4.636363636,3,1,0,0.540839508,0.041396372
R_aYuUEypaFs03RR3,Live,Anonymous,,United States,0,6/16/15 10:09,6/16/15 10:20,1,0.5,4,1,1,1,1,1,,0,0,47.324,0,1,5,4,6,3,5,1,5,6,3,5,2,5,3,3,1,4,4,3,4,5,5,5,3,5,2,3,6,1,5,2,5,3,5,3,5,5,5,2,3,1,1,1,2,1,2,2,1,1,4,,1,,,2,1,1,27,4,1,Environmental awareness,no,1,1,6,3,4.5,4.25,4.083333333,3.909090909,4,1,0,-0.476043933,-0.513951881
R_6qXusFWsz7lsQ4Z,Live,Anonymous,,United States,0,6/22/15 9:06,6/22/15 9:18,1,0.5,4,1,1,1,1,1,,0,0,130.324,0,1,7,7,7,7,7,1,7,7,7,6,3,1,7,7,1,3,3,7,7,1,7,3,1,3,1,3,1,1,7,4,7,7,1,7,7,7,7,7,7,1,2,1,1,2,1,2,1,,10,10,,10,,8,1,2,37,4,1,This study is used to assess people's views and beliefs on climate change and global warming.  The purpose is also to see if people's views correllate with their actions when it comes to our environment.,"\No"""," thank you.\""	1""",5,7,7,6.625,3.333333333,6.181818182,4,1,0,-1.086173997,1.22151141,
R_a2vIZgWAHxzTPqB,Live,Anonymous,,United States,0,6/22/15 9:12,6/22/15 9:20,1,0.5,4,1,1,1,1,1,,0,0,89.31,0,1,7,7,6,6,3,1,7,5,6,5,6,2,5,7,1,7,4,7,6,7,7,7,6,7,3,6,7,1,6,5,6,7,1,6,6,7,1,6,6,1,1,1,1,2,1,1,1,2,10,6,,10,10,8,1,1,32,6,1,To see how people feel about global warming,N/A,1,1,2,6,6.5,5.375,6.166666667,5.181818182,6,1,0,1.218761802,0.457907562
R_8JiqiTiaWqg0IyF,Live,Anonymous,,United States,0,6/16/15 10:32,6/16/15 10:45,1,-0.5,4,1,1,1,1,,1,0,0,370.759,0,1,6,6,6,6,5,1,6,6,6,6,5,2,6,6,1,5,6,5,6,4,5,5,4,5,4,4,3,1,4,5,4,4,5,6,5,5,6,5,6,1,2,1,1,2,2,1,1,,3,3,,,5,3,1,1,38,2,1,To see how peoples life experiences affect their personality and beliefs.,no,1,1,3,6,6,5.625,4.666666667,5,4,1,0,-0.001498327,0.319070499
R_5cGWLfc1xJBDrjn,Live,Anonymous,,United States,0,6/22/15 8:54,6/22/15 9:09,1,0.5,4,1,1,1,1,1,,7.78,84.847,85.121,4,1,5,4,5,5,2,1,5,5,6,6,3,2,6,6,1,7,1,2,6,1,5,4,6,1,1,4,1,1,5,5,4,4,2,2,2,2,4,4,2,1,2,2,2,2,2,2,2,,,,,,,,1,1,43,4,1,I'm not sure.,No.,1,1,5,6,4.75,5.625,3.25,3.272727273,0,1,0,-1.153966227,-0.999881603
R_1zE4milzWszQEzH,Live,Anonymous,,United States,0,6/22/15 9:15,6/22/15 9:23,1,0.5,4,1,1,1,1,1,,0,0,69.378,0,1,7,7,7,7,7,1,7,7,7,7,3,1,7,7,1,7,7,7,7,4,7,7,7,5,5,7,4,1,7,7,7,7,1,5,7,7,7,7,7,1,1,1,1,2,1,1,1,1,1,1,,3,3,2,1,2,56,2,1,awareness of things to do to help reduce global warming,"\none"""," thanks\""	1""",5,7,7,6.75,6.166666667,6.272727273,6,1,0,1.218761802,1.290929942,
R_9tnMA1O4DKD6UC1,Live,Anonymous,,United States,0,6/16/15 10:19,6/16/15 10:27,1,-0.5,4,1,1,1,1,,1,0,0,148.596,0,1,5,4,5,5,5,1,7,6,6,4,2,4,5,5,1,4,4,5,6,2,5,4,7,5,2,4,2,1,5,4,5,4,3,4,3,3,4,3,4,1,2,1,1,2,1,2,1,,1,1,,3,,8,1,2,38,4,1,To see how provided information influences opinions about global warming and intended actions.,Nope.,1,1,6,4,4.75,5.375,4.166666667,3.818181818,4,1,0,-0.408251703,-0.583370413
R_79cYUDhq7Ugoy3j,Live,Anonymous,,United States,0,6/16/15 9:52,6/16/15 10:05,1,0.5,4,1,1,1,1,1,,20.767,40.999,63.538,3,1,6,5,6,5,4,1,7,7,7,7,3,1,7,6,1,7,7,7,7,7,7,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,1,2,35,3,1,I think it was about my opinion on global warming and recycling.,"\Good survey"""," thank you.\""	1""",5,7,5.5,6.625,6.916666667,7,7,1,0,1.828891867,1.846278195,
R_571KvhVTwbvyJM1,Live,Anonymous,,United States,0,6/22/15 9:04,6/22/15 9:12,1,0.5,4,1,1,1,1,1,,64.837,73.464,105.803,2,1,5,5,5,4,3,1,7,7,7,7,2,1,7,6,1,7,7,7,7,6,7,6,7,7,6,7,2,1,5,5,5,7,4,4,5,6,6,5,6,1,1,1,1,2,1,1,1,1,1,1,,10,5,2,1,1,46,2,1,To gauge people's awareness of global warming and what if anything they as individuals can do about it., ,1,1,6,7,4.75,6.75,6.333333333,5.272727273,6,1,0,1.354346261,0.527326094
R_237bkegWzT03AoJ,Live,Anonymous,,United States,0,6/16/15 9:57,6/16/15 10:03,1,0.5,4,1,1,1,1,1,,0,0,47.129,0,1,4,6,5,2,4,1,5,6,6,5,5,2,4,5,1,4,5,4,2,4,7,3,6,4,5,1,1,1,5,2,3,6,5,6,4,3,4,5,3,1,1,1,1,2,2,2,1,1,2,2,,,,1,1,1,27,5,1,To get my opinions,N/A,1,1,3,6,4.25,5,3.833333333,4.181818182,4,1,0,-0.679420621,-0.305696286
R_6KK8gkuHDwFZg8Z,Live,Anonymous,,United States,0,6/22/15 9:14,6/22/15 9:23,1,-0.5,4,1,1,1,1,,1,0,0,47.965,0,1,3,1,3,3,2,1,1,1,2,1,7,7,4,5,1,2,5,2,5,4,2,5,5,5,2,1,1,1,5,3,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,2,1,1,1,3,,10,,4,1,2,56,7,1,To see if christian conservatives believe in man-made global warming. / Are liberal democrats more likely to recycle and care for the earth. / Am I willing to make personal choices that negatively affect my life in order to have a smaller carbon footpring to help save the earth.,"\The issue of man-made global warming is really an issue of control.  The temperature has been adjusting since the beginning of time"""," before man and suvs.\""	1""",1,1,2.5,2,3.25,4,5,1,0,-1.153966227,-0.444533349,
R_3WXDjEiFzuvk1mJ,Live,Anonymous,,United States,0,6/16/15 10:00,6/16/15 10:05,1,-0.5,4,1,1,1,1,,1,0,0,86.214,0,1,2,1,3,2,1,1,4,1,1,1,7,7,1,3,1,7,4,4,7,1,7,7,7,7,2,4,1,1,3,1,5,6,1,7,1,1,5,2,1,1,2,1,1,2,1,2,1,,2,3,,5,,4,1,1,28,5,1,Judging how different types of people feel about global warming and the causes of global warming.,None,1,1,1,1,2,1.625,4.833333333,3,4,1,0,0.134086132,-1.208137198
R_0Vg1lFLm9i88Imh,Live,Anonymous,,United States,0,6/16/15 9:52,6/16/15 9:58,1,0.5,4,1,1,1,1,1,,0,0,67.403,0,1,6,5,7,6,6,1,5,4,6,4,4,3,4,6,1,4,4,5,5,4,4,5,5,6,6,2,2,1,6,6,5,6,6,5,6,5,5,5,6,1,1,1,1,1,1,1,1,5,3,2,6,10,10,8,1,1,28,3,1,Opinions on global warming.,None,1,1,4,5,6,4.75,4.333333333,5.545454545,7,1,0,-0.272667245,0.735581689
R_74CRZkExUMC26a1,Live,Anonymous,,United States,0,6/16/15 10:03,6/16/15 10:40,1,0.5,4,1,1,1,1,1,,0,0,91.307,0,1,7,3,7,5,7,1,6,7,6,5,2,1,6,6,1,1,1,1,1,7,1,1,1,1,1,2,1,1,7,4,7,4,1,7,1,1,4,1,4,1,2,1,1,1,1,2,2,,1,2,5,4,,,1,1,30,1,1,Study opinions on peoples attitudes towards the envt & imate change,No,1,1,6,7,5.5,6.125,1.583333333,3.727272727,4,1,0,-2.509810815,-0.652788944
R_0UFH2WX6CX3lZMp,Live,Anonymous,,United States,0,6/16/15 10:31,6/16/15 10:40,1,-0.5,4,1,1,1,1,,1,0,0,115.992,0,1,6,6,6,5,7,1,5,6,5,5,3,2,5,6,1,7,7,7,7,7,7,7,7,7,7,6,4,1,5,4,6,7,5,4,5,5,6,5,5,1,2,2,2,2,1,2,2,,,,,5,,,1,2,50,2,1,About our views on whether or not humans can make a positive difference toward reversing climate change. For the record - I checked 'definitely will' on that portion of the survey because I already do all of those things and in fact where I live plastic bags have been outlawed.,Nope,1,1,5,6,5.75,5.375,6.666666667,5.181818182,1,1,0,1.625515178,0.457907562
R_exnugO7dbcUs2ot,Live,Anonymous,,United States,0,6/16/15 10:01,6/16/15 10:06,1,0.5,4,1,1,1,1,1,,0,0,124.121,0,1,7,6,7,6,4,1,7,7,7,6,1,1,6,6,1,7,7,7,7,1,7,7,6,7,2,7,1,1,5,5,7,7,5,7,6,6,7,7,6,1,1,1,1,1,1,1,2,2,1,1,3,9,3,,1,2,34,2,1,unsure,no,1,1,7,7,6.5,6.625,5.5,6.181818182,6,1,0,0.676423967,1.22151141
R_3Qv0IoZKfzvKe9f,Live,Anonymous,,United States,0,6/22/15 9:44,6/22/15 9:52,1,0.5,4,1,1,1,1,1,,16.473,16.538,65.316,2,1,5,4,5,3,5,1,6,5,5,4,3,2,5,4,1,5,2,7,7,3,7,5,7,7,7,6,1,1,6,5,5,5,4,4,5,5,5,4,5,1,1,2,2,2,1,2,2,1,,,,10,,,1,1,33,3,1,If reading an article about the dangers of global warming effects views on global warming,nope,1,1,5,6,4.25,5,5.333333333,4.818181818,2,1,0,0.540839508,0.180233435
R_0p0hjF3ZkuyUJPD,Live,Anonymous,,United States,0,6/16/15 9:48,6/16/15 9:59,1,-0.5,4,1,1,1,1,,1,0,0,94.652,0,1,5,2,3,2,2,1,5,2,2,4,7,6,3,5,1,1,1,2,1,1,2,1,3,1,1,2,2,1,1,1,1,3,5,1,2,1,3,2,3,1,2,2,2,2,2,2,2,,,,,,,,1,1,63,5,1,To find out what people think of climate change.,no,1,1,1,2,3,3,1.5,2.090909091,0,1,0,-2.577603044,-1.902322514
R_22WuZFUkzT0I0wl,Live,Anonymous,,United States,0,6/22/15 8:58,6/22/15 9:04,1,-0.5,4,1,1,1,1,,1,0,0,48.424,0,1,7,7,7,7,1,1,7,7,7,7,1,1,5,7,1,7,7,1,7,1,2,3,1,1,4,7,1,1,7,7,7,5,1,5,1,1,7,1,4,1,2,1,1,2,1,2,1,,5,5,,10,,8,1,1,43,4,1,Personal level of importance and adherence to one's own ideas of climate change and personal responsibility,none,1,1,7,7,7,6.75,3.5,4.181818182,4,1,0,-0.950589538,-0.305696286
R_dmVIrDPgmm5SxPn,Live,Anonymous,,United States,0,6/16/15 9:52,6/16/15 10:00,1,-0.5,4,1,1,1,1,,1,0.933,0.933,67.909,1,1,5,6,5,4,5,1,5,5,5,6,4,5,5,4,1,5,6,6,6,5,6,5,5,5,3,6,5,1,4,5,5,5,5,5,7,6,4,6,6,1,1,1,1,1,2,1,1,4,5,3,4,,2,3,1,1,24,4,1,study views on climate change and other environmental issues,none,1,1,4,3,5,4.625,5.25,5.272727273,6,1,0,0.473047279,0.527326094
R_6VBASlya8NwoWSV,Live,Anonymous,,United States,0,6/16/15 10:04,6/16/15 10:13,1,0.5,4,1,1,1,1,1,,0,0,85.788,0,1,4,5,5,4,5,1,5,4,5,4,3,3,5,5,1,7,4,4,7,1,4,1,7,1,4,4,1,1,4,4,4,5,1,3,1,3,5,3,5,1,2,1,1,2,1,2,1,,5,1,,10,,2,1,2,30,4,1,if reading an article about global warming influences people's thoughts on global warming and their willingness to change,no,1,1,5,5,4.5,4.75,3.75,3.454545455,4,1,0,-0.74721285,-0.861044539
R_0cDFCA8tWdWhJOd,Live,Anonymous,,United States,0,6/22/15 8:53,6/22/15 8:59,1,0.5,4,1,1,1,1,1,,54.155,55.708,81.024,3,1,5,4,4,4,5,1,5,5,4,4,3,2,4,5,1,2,3,3,2,4,3,2,1,3,2,4,2,1,5,4,5,4,3,3,3,3,4,4,4,1,2,2,2,2,2,2,2,,,,,,,,1,1,27,5,1,To see how people feel about global warming and the effect it has on our world.,n/a,1,1,5,6,4.25,4.75,2.583333333,3.818181818,0,1,0,-1.696304062,-0.583370413
R_4SFDTCW5HucSJkV,Live,Anonymous,,United States,0,6/16/15 10:39,6/16/15 10:48,1,0.5,4,1,1,1,1,1,,0,0,52.961,0,1,6,7,6,3,1,1,7,7,7,7,2,1,7,5,1,7,1,1,7,5,7,4,7,7,1,5,1,1,6,6,6,5,3,1,1,4,5,3,5,1,2,1,1,2,1,1,2,,1,1,,5,3,,1,1,37,3,1,The purpose of the study was to measure one's positions on global warming after reading an article on it.,"\The study was well-written"""," and I enjoyed the topic.\""	1""",6,7,5.5,6.625,4.416666667,4.090909091,4,1,0,-0.204875015,-0.375114818,
R_blVTjvkG3uIcvqJ,Live,Anonymous,,United States,0,6/16/15 9:50,6/16/15 9:55,1,-0.5,4,1,1,1,1,,1,0,0,67.284,0,1,1,1,1,1,1,1,5,1,1,1,7,7,4,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,,1,1,,,,,1,1,32,4,1,obviously something to do with climate change, ,1,1,1,1,1,1.875,1.416666667,1,2,1,0,-2.645395273,-2.735344894
R_80WNJOsd9D8catD,Live,Anonymous,,United States,0,6/16/15 11:21,6/16/15 11:28,1,-0.5,4,1,1,1,1,,1,0,0,75.339,0,1,6,7,7,7,1,1,7,7,7,7,2,1,7,7,1,7,6,7,7,1,7,7,7,7,5,6,1,1,7,3,6,7,6,5,7,6,6,7,4,1,2,1,1,2,1,1,1,,1,1,,2,2,2,1,1,29,4,1,To make people a little more aware of global warming and to accumulate opinions on whether or not they believe in it and how it should be handled.,This one educated me a bit.,1,1,6,7,6.75,6.875,5.666666667,5.818181818,5,1,0,0.812008426,0.943837283
R_1RJnfyPIHyMTmOp,Live,Anonymous,,United States,0,6/16/15 10:26,6/16/15 10:36,1,-0.5,4,1,1,1,1,,1,0,0,55.637,0,1,4,4,5,3,6,1,6,4,4,3,5,3,5,4,1,5,4,3,6,6,4,6,6,5,2,4,1,1,3,4,5,4,1,1,1,1,4,1,1,1,1,1,1,2,1,2,2,1,2,1,,5,,,1,2,51,1,1,"\How people really don't help climate change by recycling"""," It is more about the science of it.\""	None""",1,3,5,4,4.25,4.333333333,2.363636364,4,1,0,-0.272667245,-1.694066919,
R_3HN1Tr4RHq4WMh7,Live,Anonymous,,United States,0,6/22/15 9:47,6/22/15 9:59,1,-0.5,4,1,1,1,1,,1,2.609,49.582,61.227,6,1,6,6,3,3,3,1,5,5,5,5,5,5,5,5,1,3,2,2,3,2,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,1,1,2,3,2,,5,1,1,1,2,24,4,1,not sure,no,1,1,3,3,4.5,4.5,2.166666667,5,6,1,0,-2.035265209,0.319070499
R_7NwzqVitNdAqlTv,Live,Anonymous,,United States,0,6/16/15 10:15,6/16/15 10:56,1,0.5,4,1,1,1,1,1,,0,0,975.303,0,1,5,5,5,4,5,1,6,4,4,4,4,3,5,5,1,5,3,4,5,3,6,6,7,6,4,6,5,1,5,5,6,7,3,6,5,6,5,4,4,1,1,1,1,1,1,1,1,5,5,5,4,10,10,10,1,1,23,1,1,not sure really,no,1,1,4,5,4.75,4.625,5,5.090909091,7,1,0,0.269670591,0.38848903
R_eCMFn5JzCcKZmzb,Live,Anonymous,,United States,0,6/16/15 9:59,6/16/15 10:08,1,-0.5,4,1,1,1,1,,1,14.298,15.945,82.255,2,1,6,5,6,5,2,1,6,4,6,4,2,1,5,6,1,5,3,3,1,1,7,4,6,4,1,7,4,1,4,5,4,3,3,5,3,3,3,3,3,1,1,1,1,2,1,2,2,1,8,7,,8,,,1,2,21,2,1,Studying peoples thoughts on global warming and how it is impacting them/if they are doing anything to lessen the impact.,No additional comments.,1,1,6,7,5.5,5.5,3.833333333,3.545454545,4,1,0,-0.679420621,-0.791626008
